states: t,states: v,states: x
20.0,-9.981196,-17.191801
21.0,-10.269465,-22.1824
22.0,-10.075403,-27.317133
23.0,-9.731559,-32.354836
24.0,-9.33631,-37.220615
25.0,-8.904623,-41.88877
26.0,-8.444022,-46.341084
27.0,-7.973542,-50.563095
28.0,-7.499429,-54.549866
29.0,-7.02484,-58.29958
30.0,-6.5504327,-61.812
31.0,-6.073964,-65.08722
32.0,-5.5983295,-68.1242
33.0,-5.124587,-70.92336
34.0,-4.6512413,-73.48566
35.0,-4.180332,-75.81128
36.0,-3.7046404,-77.90144
37.0,-3.2326365,-79.75376
38.0,-2.7697,-81.37008
39.0,-2.3026202,-82.75493
40.0,-1.840027,-83.90624
41.0,-1.3903942,-84.826256
42.0,-0.94922817,-85.521454
43.0,-0.530326,-85.99607
44.0,-0.12879658,-86.26123
45.0,0.2421282,-86.32563
46.0,0.57776135,-86.20457
47.0,0.85506296,-85.91569
48.0,1.0600135,-85.48816
49.0,1.2550339,-84.95815
50.0,1.383682,-84.330635
51.0,1.4513884,-83.638794
52.0,1.5368179,-82.9131
53.0,1.5605301,-82.14469
54.0,1.5655897,-81.364426
55.0,1.5078291,-80.581635
56.0,1.410847,-79.82772
57.0,1.2632478,-79.1223
58.0,1.0529287,-78.49068
59.0,0.8680187,-77.96421
60.0,0.63225114,-77.530205
61.0,0.4357632,-77.21408
62.0,0.21131024,-76.9962
63.0,0.01256749,-76.89055
64.0,-0.123156816,-76.88426
65.0,-0.25502166,-76.94584
66.0,-0.34153542,-77.07335
67.0,-0.4352291,-77.24412
68.0,-0.5141523,-77.46173
69.0,-0.5474919,-77.7188
70.0,-0.53000504,-77.992546
71.0,-0.5107691,-78.257545
72.0,-0.49778008,-78.51293
73.0,-0.4789127,-78.761826
74.0,-0.38573748,-79.00128
75.0,-0.34836733,-79.19415
76.0,-0.25403064,-79.36834
77.0,-0.20141697,-79.49535
78.0,-0.12762523,-79.59606
79.0,-0.008088648,-79.659874
80.0,0.050859988,-79.66392
81.0,0.12386578,-79.63849
82.0,0.15194052,-79.57655
83.0,0.2253164,-79.50058
84.0,0.29167813,-79.387924
85.0,0.30707425,-79.24209
86.0,0.30003172,-79.088554
87.0,0.31951356,-78.93854
88.0,0.3061656,-78.77878
89.0,0.28648987,-78.625694
90.0,0.19130418,-78.48245
91.0,0.08955416,-78.3868
92.0,0.031549424,-78.342026
93.0,-0.023675978,-78.32625
94.0,-0.1344589,-78.33809
95.0,-0.18549502,-78.40532
96.0,-0.21334064,-78.49807
97.0,-0.25223637,-78.60474
98.0,-0.30693096,-78.73086
99.0,-0.30693096,-78.88432
100.0,-0.30693096,-79.03779
1.0,-2.551586,145.18073
2.0,-3.0429952,143.90494
3.0,-3.5354576,142.38344
4.0,-4.027703,140.6157
5.0,-4.5197062,138.60185
6.0,-5.0118184,136.342
7.0,-5.503475,133.83609
8.0,-5.9945517,131.08435
9.0,-6.484118,128.08708
10.0,-6.9735303,124.845024
11.0,-7.4652023,121.35826
12.0,-7.956622,117.625656
13.0,-8.446992,113.64735
14.0,-8.936427,109.42385
15.0,-9.425184,104.955635
16.0,-9.913275,100.24304
17.0,-10.395341,95.28641
18.0,-10.854443,90.08874
19.0,-11.157582,84.661514
20.0,-10.927267,79.082726
21.0,-10.547829,73.619095
22.0,-10.122628,68.345184
23.0,-9.673988,63.28387
24.0,-9.210576,58.446877
25.0,-8.734602,53.841587
26.0,-8.258443,49.474285
27.0,-7.7760954,45.345062
28.0,-7.29289,41.457016
29.0,-6.8077517,37.81057
30.0,-6.326251,34.406693
31.0,-5.8427024,31.243567
32.0,-5.358131,28.322216
33.0,-4.874358,25.64315
34.0,-4.3938537,23.20597
35.0,-3.9119887,21.009045
36.0,-3.431911,19.053051
37.0,-2.950066,17.337095
38.0,-2.470387,15.862062
39.0,-1.997412,14.626869
40.0,-1.5309991,13.628163
41.0,-1.0667343,12.862664
42.0,-0.61545366,12.329297
43.0,-0.18282008,12.02157
44.0,0.22344822,11.9301605
45.0,0.5979373,12.041884
46.0,0.9381788,12.340853
47.0,1.2132277,12.809942
48.0,1.4252255,13.416556
49.0,1.5834975,14.129169
50.0,1.6435512,14.920918
51.0,1.6736441,15.742694
52.0,1.6519573,16.579515
53.0,1.6373372,17.405495
54.0,1.5511689,18.224163
55.0,1.4194036,18.999748
56.0,1.2986166,19.70945
57.0,1.0943493,20.358759
58.0,0.8725277,20.905933
59.0,0.63939524,21.342197
60.0,0.44640702,21.661896
61.0,0.20784232,21.8851
62.0,0.03665918,21.989021
63.0,-0.10646632,22.00735
64.0,-0.27734122,21.954117
65.0,-0.37694395,21.815447
66.0,-0.47399205,21.626974
67.0,-0.53604525,21.389978
68.0,-0.5875762,21.121956
69.0,-0.583708,20.828167
70.0,-0.5674617,20.536312
71.0,-0.53801435,20.25258
72.0,-0.5095789,19.983574
73.0,-0.44055563,19.728785
74.0,-0.38176304,19.508507
75.0,-0.33738166,19.317625
76.0,-0.23654693,19.148933
77.0,-0.15284866,19.03066
78.0,-0.044578314,18.954237
79.0,0.027334213,18.931948
80.0,0.117097914,18.945614
81.0,0.15909505,19.004164
82.0,0.21892887,19.083712
83.0,0.26960927,19.193176
84.0,0.26277113,19.32798
85.0,0.2693264,19.459366
86.0,0.23183289,19.594028
87.0,0.24674752,19.709946
88.0,0.17750797,19.833319
89.0,0.09829524,19.922073
90.0,0.016956925,19.971222
91.0,-0.029554546,19.9797
92.0,-0.08298057,19.964922
93.0,-0.12620163,19.923431
94.0,-0.21377298,19.86033
95.0,-0.23463401,19.753445
96.0,-0.29061604,19.636127
97.0,-0.26025486,19.49082
98.0,-0.2657396,19.360693
99.0,-0.2657396,19.227823
100.0,-0.2657396,19.094954
1.0,0.1072287,-32.43375
2.0,0.5971875,-32.380135
3.0,1.0884328,-32.08154
4.0,1.5797415,-31.537323
5.0,2.0712745,-30.747452
6.0,2.5619626,-29.711815
7.0,3.0533671,-28.430834
8.0,3.5449386,-26.90415
9.0,4.035175,-25.131681
10.0,4.5264196,-23.114094
11.0,5.016632,-20.850883
12.0,5.5066886,-18.342567
13.0,5.9964447,-15.589223
14.0,6.4871593,-12.591001
15.0,6.9779077,-9.347421
16.0,7.4679427,-5.858467
17.0,7.9579663,-2.1244957
18.0,8.44722,1.8544874
19.0,8.935603,6.0780973
20.0,9.422721,10.545898
21.0,9.909548,15.257259
22.0,10.385263,20.212032
23.0,10.7777,25.404663
24.0,10.643546,30.793514
25.0,10.317537,36.115288
26.0,9.906327,41.274055
27.0,9.441627,46.22722
28.0,8.975218,50.948032
29.0,8.50312,55.435642
30.0,8.028938,59.687202
31.0,7.5566435,63.70167
32.0,7.081369,67.479996
33.0,6.607226,71.02068
34.0,6.1325736,74.324295
35.0,5.6575685,77.39058
36.0,5.1853085,80.21936
37.0,4.706314,82.81201
38.0,4.23248,85.16517
39.0,3.756981,87.28141
40.0,3.28588,89.1599
41.0,2.8136592,90.80283
42.0,2.3448305,92.20966
43.0,1.8816469,93.38208
44.0,1.4149008,94.32291
45.0,0.9572324,95.03036
46.0,0.51417357,95.50897
47.0,0.09398693,95.76606
48.0,-0.3115415,95.81306
49.0,-0.66696256,95.65729
50.0,-0.96774745,95.32381
51.0,-1.2389377,94.839935
52.0,-1.4495945,94.22047
53.0,-1.6219838,93.49567
54.0,-1.7049199,92.68468
55.0,-1.7899431,91.832214
56.0,-1.8309673,90.93724
57.0,-1.7989187,90.02176
58.0,-1.6408567,89.1223
59.0,-1.4196386,88.30187
60.0,-1.1787653,87.59206
61.0,-0.91966444,87.00267
62.0,-0.66904515,86.54284
63.0,-0.45918173,86.20831
64.0,-0.25412315,85.97872
65.0,-0.03786254,85.85166
66.0,0.1392622,85.83273
67.0,0.28851253,85.90237
68.0,0.39528883,86.04662
69.0,0.45719737,86.24427
70.0,0.50601226,86.47287
71.0,0.53627753,86.725876
72.0,0.5237801,86.99401
73.0,0.51314986,87.2559
74.0,0.4779351,87.512474
75.0,0.4228813,87.75144
76.0,0.3822566,87.96288
77.0,0.3528678,88.154015
78.0,0.24965125,88.33045
79.0,0.19714913,88.45528
80.0,0.089119375,88.55385
81.0,-0.021197736,88.59841
82.0,-0.12116176,88.587814
83.0,-0.17716277,88.52724
84.0,-0.25052682,88.43865
85.0,-0.30655617,88.313385
86.0,-0.30568498,88.16011
87.0,-0.3373428,88.00727
88.0,-0.32533044,87.8386
89.0,-0.25721925,87.675934
90.0,-0.20614779,87.547325
91.0,-0.12695509,87.44425
92.0,-0.05061549,87.380775
93.0,-0.0098744035,87.35547
94.0,0.08605206,87.35053
95.0,0.13458872,87.39356
96.0,0.17868984,87.46085
97.0,0.252984,87.5502
98.0,0.28491312,87.6767
99.0,0.28491312,87.81915
100.0,0.28491312,87.96161
1.0,-1.5913827,112.827
2.0,-2.083161,112.03131
3.0,-2.5733461,110.98973
4.0,-3.0643017,109.70306
5.0,-3.5543385,108.170906
6.0,-4.0450816,106.39374
7.0,-4.5351853,104.3712
8.0,-5.0247416,102.10361
9.0,-5.51305,99.59124
10.0,-6.0024343,96.83472
11.0,-6.489998,93.833496
12.0,-6.972629,90.5885
13.0,-7.4551163,87.10219
14.0,-7.9273214,83.37463
15.0,-8.377109,79.41097
16.0,-8.753178,75.22242
17.0,-8.987509,70.84583
18.0,-9.046351,66.35208
19.0,-8.855754,61.828907
20.0,-8.553244,57.40103
21.0,-8.167262,53.12441
22.0,-7.7468686,49.04078
23.0,-7.311207,45.167343
24.0,-6.8703437,41.51174
25.0,-6.4161158,38.07657
26.0,-5.955648,34.86851
27.0,-5.494078,31.890688
28.0,-5.0323925,29.143648
29.0,-4.565943,26.627453
30.0,-4.1104097,24.344482
31.0,-3.653934,22.289278
32.0,-3.2017407,20.46231
33.0,-2.7523382,18.86144
34.0,-2.3031793,17.485271
35.0,-1.8672621,16.333681
36.0,-1.4410617,15.40005
37.0,-1.0342486,14.67952
38.0,-0.6490465,14.1623955
39.0,-0.29080302,13.8378725
40.0,0.042085946,13.692471
41.0,0.3283986,13.713513
42.0,0.57337624,13.877712
43.0,0.7585826,14.1644
44.0,0.90906864,14.543692
45.0,1.057138,14.998226
46.0,1.1313176,15.526795
47.0,1.1698332,16.092455
48.0,1.224731,16.677372
49.0,1.2210634,17.289738
50.0,1.2204281,17.900269
51.0,1.1617116,18.510483
52.0,1.0727297,19.09134
53.0,0.98995876,19.627705
54.0,0.9284547,20.122684
55.0,0.80980074,20.586912
56.0,0.6730795,20.991812
57.0,0.52798903,21.328352
58.0,0.398507,21.592346
59.0,0.22478142,21.7916
60.0,0.07255679,21.90399
61.0,-0.07361066,21.940268
62.0,-0.20018822,21.903461
63.0,-0.31602508,21.803368
64.0,-0.4014492,21.645355
65.0,-0.47900492,21.44463
66.0,-0.54447716,21.205128
67.0,-0.57072276,20.93289
68.0,-0.57308185,20.647528
69.0,-0.54149777,20.360987
70.0,-0.49827236,20.090239
71.0,-0.44918555,19.841103
72.0,-0.4054774,19.61651
73.0,-0.34230483,19.413773
74.0,-0.30443943,19.24262
75.0,-0.27423114,19.0904
76.0,-0.18870533,18.953285
77.0,-0.102742195,18.858932
78.0,-3.296137e-05,18.807562
79.0,0.037916183,18.807545
80.0,0.06708717,18.826504
81.0,0.14854681,18.860046
82.0,0.21205574,18.93432
83.0,0.2242235,19.040348
84.0,0.26715302,19.15246
85.0,0.282223,19.286037
86.0,0.23909694,19.427149
87.0,0.18843606,19.546698
88.0,0.17878655,19.640915
89.0,0.09164134,19.730309
90.0,0.06258622,19.776129
91.0,0.011494935,19.807423
92.0,-0.0396322,19.81317
93.0,-0.13480371,19.793354
94.0,-0.20178515,19.725952
95.0,-0.26878145,19.62506
96.0,-0.31177267,19.49067
97.0,-0.35217234,19.334784
98.0,-0.3564656,19.158697
99.0,-0.3564656,18.980465
100.0,-0.3564656,18.802233
1.0,-0.3881138,-17.68175
2.0,0.10243219,-17.875807
3.0,0.59250396,-17.82459
4.0,1.0823541,-17.52834
5.0,1.5689468,-16.987162
6.0,2.0572498,-16.202688
7.0,2.5432363,-15.174064
8.0,3.0285408,-13.902446
9.0,3.5131397,-12.388175
10.0,3.9938545,-10.631605
11.0,4.4718127,-8.634678
12.0,4.9400887,-6.3987713
13.0,5.385646,-3.928727
14.0,5.803605,-1.235904
15.0,6.1650405,1.6658986
16.0,6.449093,4.748419
17.0,6.634552,7.9729652
18.0,6.7254505,11.290241
19.0,6.671447,14.6529665
20.0,6.5138555,17.98869
21.0,6.305086,21.245617
22.0,6.022973,24.398159
23.0,5.680562,27.409645
24.0,5.305599,30.249926
25.0,4.906558,32.902725
26.0,4.4995017,35.356003
27.0,4.090848,37.605755
28.0,3.688563,39.65118
29.0,3.2796433,41.49546
30.0,2.8714032,43.13528
31.0,2.4824958,44.570984
32.0,2.0963786,45.812233
33.0,1.7196995,46.860424
34.0,1.3637537,47.720272
35.0,1.0237204,48.40215
36.0,0.71091706,48.91401
37.0,0.4229167,49.269466
38.0,0.15739083,49.480927
39.0,-0.07856041,49.559624
40.0,-0.29695627,49.520344
41.0,-0.45500258,49.371864
42.0,-0.619713,49.144363
43.0,-0.7373297,48.834507
44.0,-0.8613282,48.465843
45.0,-0.91363895,48.03518
46.0,-0.9881784,47.57836
47.0,-0.98165864,47.08427
48.0,-1.0020809,46.59344
49.0,-0.9875548,46.0924
50.0,-0.9560451,45.59862
51.0,-0.9219586,45.120598
52.0,-0.8406228,44.65962
53.0,-0.7808469,44.239307
54.0,-0.66439223,43.848885
55.0,-0.5619597,43.51669
56.0,-0.50020856,43.23571
57.0,-0.39545065,42.985607
58.0,-0.3202561,42.78788
59.0,-0.2181378,42.62775
60.0,-0.08943337,42.51868
61.0,-0.0069907904,42.473965
62.0,0.11927521,42.47047
63.0,0.19270408,42.53011
64.0,0.26017028,42.62646
65.0,0.31781977,42.756546
66.0,0.36711818,42.915455
67.0,0.3777575,43.099014
68.0,0.4114511,43.28789
69.0,0.4316237,43.493618
70.0,0.4603387,43.70943
71.0,0.4280039,43.9396
72.0,0.40015295,44.153603
73.0,0.336818,44.35368
74.0,0.27792817,44.522087
75.0,0.19486594,44.661053
76.0,0.123176634,44.758484
77.0,0.064881235,44.820072
78.0,-0.018047392,44.852512
79.0,-0.06486982,44.843487
80.0,-0.105727404,44.81105
81.0,-0.17546695,44.758186
82.0,-0.19056487,44.670452
83.0,-0.21201271,44.57517
84.0,-0.26395726,44.469162
85.0,-0.28721917,44.337185
86.0,-0.25332296,44.193577
87.0,-0.25010484,44.066914
88.0,-0.25293225,43.94186
89.0,-0.21145588,43.815395
90.0,-0.20768785,43.709667
91.0,-0.13502973,43.605824
92.0,-0.06630713,43.538307
93.0,-0.031634092,43.505154
94.0,0.02931279,43.489338
95.0,0.09440529,43.503994
96.0,0.17752272,43.551197
97.0,0.28114492,43.639957
